FULL VALIDATION MODE: 1978 prompts

=== MiniLM L6 v2 ===  (sentence-transformers/all-MiniLM-L6-v2)
 Loading weights:   0%|          | 0/103 [00:00<?, ?it/s] Loading weights: 100%|██████████| 103/103 [00:00<00:00, 18775.02it/s]
[1mBertModel LOAD REPORT[0m from: sentence-transformers/all-MiniLM-L6-v2
Key                     | Status     |  | 
------------------------+------------+--+-
embeddings.position_ids | UNEXPECTED |  | 

Notes:
- UNEXPECTED:	can be ignored when loading from different task/architecture; not ok if you expect identical arch.
  load       : 3.1s
  encode 1978 prompts: 3202ms total, 1.6ms/prompt   dim=384
  cos same-domain pairs: mean=0.389  diff-domain: mean=0.044  separation Δ=0.345

--- MiniLM head predictions ---
prompt                                               | top-1 (score)        | target ok?
Create an AJAX request in JavaScript to retrieve d   | python             1.00 | ✗ (target=typescript)
Write a JavaScript program to get the current user   | docker             1.00 | ✗ (target=typescript)
Write a JavaScript program to create a random stri   | lua-upy            1.00 | ✗ (target=typescript)
Create an object in JavaScript representing a pet    | lua-upy            1.00 | ✗ (target=typescript)
Generate a URL in JavaScript for an API endpoint t   | web-backend        1.00 | ✗ (target=typescript)
Develop a function in JavaScript to get the maximu   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript statement to determine whether    | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript program to make an AJAX request   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript code snippet to display a welco   | lua-upy            1.00 | ✗ (target=typescript)
Create an array of four different colors in JavaSc   | lua-upy            0.99 | ✗ (target=typescript)
Write a short JavaScript code snippet to detect a    | html-css           1.00 | ✗ (target=typescript)
Write a JavaScript function that takes two integer   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript function for reversing a string   | lua-upy            1.00 | ✗ (target=typescript)
Complete the following Node.js code to return 'tru   | lua-upy            1.00 | ✗ (target=typescript)
Create a JavaScript loop that counts from 1 to 10.   | lua-upy            1.00 | ✗ (target=typescript)
Construct an object in JavaScript to model a car w   | typescript         0.99 | ✓
Create a JavaScript function that takes a name as    | lua-upy            1.00 | ✗ (target=typescript)
Write a function to check whether a number is a pr   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript function that takes an array of   | lua-upy            1.00 | ✗ (target=typescript)
Correct the syntax errors in the following JavaScr   | lua-upy            1.00 | ✗ (target=typescript)
Create a React component that renders a list of nu   | web-frontend       1.00 | ✗ (target=typescript)
Write a JavaScript code to copy an array including   | lua-upy            1.00 | ✗ (target=typescript)
Create a while loop in JavaScript to print out all   | lua-upy            1.00 | ✗ (target=typescript)
Demonstrate how to use the following JavaScript fu   | lua-upy            1.00 | ✗ (target=typescript)
Generate 10 random strings of 5 characters in leng   | lua-upy            1.00 | ✗ (target=typescript)
Create a looping structure in JavaScript that exec   | lua-upy            0.99 | ✗ (target=typescript)
What is the syntax for creating an array in JavaSc   | lua-upy            1.00 | ✗ (target=typescript)
Create an array of objects in JavaScript and log t   | typescript         0.98 | ✓
Given a list of numbers, create a function in Java   | lua-upy            1.00 | ✗ (target=typescript)
Extract the next 5 worksdays in JavaScript.          | docker             1.00 | ✗ (target=typescript)
Generate a JavaScript program to check if a number   | lua-upy            1.00 | ✗ (target=typescript)
Construct a for loop in JavaScript that adds the v   | lua-upy            1.00 | ✗ (target=typescript)
What is the JavaScript command to place the cursor   | sql                1.00 | ✗ (target=typescript)
Define a function in JavaScript that returns true    | lua-upy            1.00 | ✗ (target=typescript)
How do you export a JavaScript variable as a globa   | docker             0.99 | ✗ (target=typescript)
Create a JavaScript class that returns the area an   | lua-upy            1.00 | ✗ (target=typescript)
Create a JavaScript function to remove all spaces    | sql                1.00 | ✗ (target=typescript)
Create a class in JavaScript to represent a person   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript program to accept a string and    | lua-upy            1.00 | ✗ (target=typescript)
How to redirect a page using JavaScript              | lua-upy            1.00 | ✗ (target=typescript)
Find the maximum and minimum number in the followi   | lua-upy            1.00 | ✗ (target=typescript)
Create an algorithm in JavaScript that calculates    | lua-upy            1.00 | ✗ (target=typescript)
Write a code snippet to create a new JavaScript ar   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript statement to check if a given n   | lua-upy            1.00 | ✗ (target=typescript)
Create a function to calculate the sum of the firs   | lua-upy            1.00 | ✗ (target=typescript)
What is the JavaScript operator used to check if t   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript function that takes an array of   | lua-upy            1.00 | ✗ (target=typescript)
Using the given array of numbers, write a JavaScri   | lua-upy            1.00 | ✗ (target=typescript)
Compute the minimum of 3 given numbers using a Jav   | lua-upy            1.00 | ✗ (target=typescript)
Given a sorted array and a target value, write a f   | lua-upy            1.00 | ✗ (target=typescript)
Rewrite the following JavaScript code as an arrow    | lua-upy            1.00 | ✗ (target=typescript)
Construct a React component to display a login for   | web-frontend       1.00 | ✗ (target=typescript)
Create a React component that renders a list of it   | web-frontend       1.00 | ✗ (target=typescript)
Create a function in JavaScript that displays an a   | lua-upy            1.00 | ✗ (target=typescript)
Console log "Hello" seven times in JavaScript.       | lua-upy            0.99 | ✗ (target=typescript)
Create a React component to display a list of 5 us   | web-frontend       1.00 | ✗ (target=typescript)
Transform the following code into an array of obje   | docker             1.00 | ✗ (target=typescript)
How can we debug our JavaScript code?                | lua-upy            0.99 | ✗ (target=typescript)
Create a function in JavaScript that reverses the    | lua-upy            1.00 | ✗ (target=typescript)
Create a JavaScript function that takes no more th   | lua-upy            1.00 | ✗ (target=typescript)
Describe the benefits of using JavaScript.           | rust               1.00 | ✗ (target=typescript)
Build a GraphQL API avec Apollo Server 4 et TypeSc   | typescript         1.00 | ✗ (target=web-backend)
Run a Lighthouse audit pour une PWA avec service w   | reasoning          0.86 | ✗ (target=web-frontend)
Comment merger deux fichiers JSON avec jq ?          | chat-fr            1.00 | ✗ (target=yaml-json)

(Jina head not retrained — only encoder-only signals reportable for Jina)

=== Jina v3 (task=classification) ===  (jinaai/jina-embeddings-v3)
Loading weights:   0%|          | 0/492 [00:00<?, ?it/s]Loading weights: 100%|██████████| 492/492 [00:00<00:00, 4920.64it/s]
  load       : 8.2s
  encode 1978 prompts: 32781ms total, 16.6ms/prompt   dim=1024
  cos same-domain pairs: mean=0.719  diff-domain: mean=0.567  separation Δ=0.152

=== Jina v3 (task=separation) ===  (jinaai/jina-embeddings-v3)
Loading weights:   0%|          | 0/492 [00:00<?, ?it/s]Loading weights:  85%|████████▍ | 417/492 [00:00<00:00, 4166.91it/s]Loading weights: 100%|██████████| 492/492 [00:00<00:00, 4407.06it/s]
  load       : 7.4s
  encode 1978 prompts: 19156ms total, 9.7ms/prompt   dim=1024
  cos same-domain pairs: mean=0.812  diff-domain: mean=0.662  separation Δ=0.150

Note: top-1 accuracy with Jina would require retraining the MLP head (384d → 1024d). The encoder-only Δ above is the cleanest comparable signal.
